"loan_id","id","state_code","application_type","emp_length","emp_title","grade","home_ownership","issue_date","last_credit_pull_date","last_payment_date","loan_status","next_payment_date","member_id","purpose","sub_grade","term","verification_status","annual_income","dti","installment","int_rate","loan_amount","total_acc","total_payment"
2940,836973,"CA","INDIVIDUAL","5 years","Sony Online Entertainment","A","RENT","11-08-2021","14-08-2021","14-08-2021","Fully Paid","14-09-2021",1047069,"credit card","A2"," 36 months","Not Verified",85000,0.0412,127.76,0.0599,4200,25,4599
2941,1054237,"CA","INDIVIDUAL","5 years","Cupertino Health Care","A","RENT","11-12-2021","15-11-2021","13-12-2021","Fully Paid","13-01-2022",1285870,"credit card","A4"," 36 months","Not Verified",70000,0.1733,125.17,0.079,4000,21,4444
2942,834857,"CA","INDIVIDUAL","5 years","Eight Cafe","A","RENT","11-08-2021","13-04-2021","13-03-2021","Fully Paid","13-04-2021",1044750,"credit card","A5"," 36 months","Not Verified",100000,0.066,157.82,0.0849,5000,4,5518
2943,756891,"IL","INDIVIDUAL","6 years","NCL CRUSIE LINES","A","RENT","11-05-2021","14-05-2021","14-06-2021","Fully Paid","14-07-2021",956863,"credit card","A4"," 36 months","Not Verified",25200,0.1333,186.61,0.0749,6000,10,6718
2944,596459,"NJ","INDIVIDUAL","6 years","The State of New Jersey","A","RENT","10-10-2021","16-05-2021","11-03-2021","Fully Paid","11-04-2021",765679,"credit card","A4"," 36 months","Not Verified",43000,0.1236,155.56,0.0751,5000,24,5121
2945,845474,"CA","INDIVIDUAL","6 years","Copper-Burton","A","RENT","11-08-2021","14-02-2021","14-02-2021","Fully Paid","14-03-2021",1056676,"credit card","A5"," 36 months","Not Verified",65000,0.1261,536.57,0.0849,17000,30,19203
2946,349090,"VA","INDIVIDUAL","6 years","wachovia securities","A","RENT","08-06-2021","08-09-2021","08-10-2021","Fully Paid","08-11-2021",350595,"credit card","A5"," 36 months","Not Verified",60000,0.1948,132.84,0.0863,4200,14,4316
2947,533050,"TX","INDIVIDUAL","< 1 year","e-MDs","A","RENT","10-06-2021","11-10-2021","11-11-2021","Fully Paid","11-12-2021",688996,"credit card","A5"," 36 months","Not Verified",80000,0.0523,150.15,0.0788,4800,8,5208
2948,620471,"TX","INDIVIDUAL","2 years","Plains Choice Auto Group, LLC","A","RENT","10-11-2021","15-06-2021","11-02-2021","Fully Paid","11-03-2021",795250,"credit card","A4"," 36 months","Not Verified",96000,0.0025,53.67,0.0654,1750,38,1769
2949,410762,"MD","INDIVIDUAL","2 years","Danfoss","A","RENT","09-06-2021","14-01-2021","10-09-2021","Fully Paid","10-10-2021",351631,"credit card","A3"," 36 months","Not Verified",59000,0.0895,225.62,0.08,7200,14,7792
2950,707315,"KS","INDIVIDUAL","4 years","Basic Energy Services","A","RENT","11-03-2021","16-05-2021","12-04-2021","Fully Paid","12-05-2021",899648,"credit card","A5"," 36 months","Not Verified",60000,0.2808,233.85,0.0766,7500,34,7994
2951,636405,"CA","INDIVIDUAL","6 years","Best Electric","A","RENT","10-12-2021","16-01-2021","12-11-2021","Fully Paid","12-12-2021",815277,"credit card","A3"," 36 months","Not Verified",50400,0.1545,213.5,0.0617,7000,17,7574
2952,775875,"TX","INDIVIDUAL","8 years","JPMorganChase","A","RENT","11-06-2021","16-01-2021","14-01-2021","Fully Paid","14-02-2021",978165,"credit card","A1"," 36 months","Not Verified",32000,0.165,180.96,0.0542,6000,34,6503
2953,649483,"NJ","INDIVIDUAL","< 1 year","Deloitte","A","RENT","11-01-2021","16-02-2021","11-03-2021","Fully Paid","11-04-2021",830885,"credit card","A2"," 36 months","Not Verified",101000,0.103,44.74,0.0579,1475,39,1489
2954,467321,"OH","INDIVIDUAL","< 1 year","Redbird Boats","A","RENT","09-12-2021","16-05-2021","12-03-2021","Fully Paid","12-04-2021",587682,"credit card","A4"," 36 months","Not Verified",25000,0.0533,120.12,0.0859,3800,7,4276
2955,479291,"SD","INDIVIDUAL","1 year","Sunshine Bible Academy","A","RENT","10-02-2021","15-01-2021","12-05-2021","Fully Paid","12-06-2021",608939,"credit card","A4"," 36 months","Not Verified",15500,0.1455,93.33,0.0751,3000,14,3263
2956,452100,"IL","INDIVIDUAL","1 year","Giant Steps Illinois, Inc.","A","RENT","09-10-2021","14-04-2021","11-06-2021","Fully Paid","11-07-2021",557674,"credit card","A4"," 36 months","Not Verified",60000,0.029,113.8,0.0859,3600,21,3978
2957,1037538,"TX","INDIVIDUAL","2 years","IP Law Firm","A","RENT","11-11-2021","16-01-2021","14-12-2021","Fully Paid","14-01-2022",1267430,"credit card","A3"," 36 months","Not Verified",102000,0.0835,315.78,0.0751,10150,14,11368
2958,618788,"MA","INDIVIDUAL","< 1 year","Scheitd& Bachmann","A","RENT","10-11-2021","15-08-2021","12-10-2021","Fully Paid","12-11-2021",793170,"credit card","A4"," 36 months","Not Verified",57500,0.1933,153.34,0.0654,5000,25,5435
2959,459462,"VT","INDIVIDUAL","7 years","Landmark College","A","RENT","09-11-2021","12-11-2021","12-11-2021","Fully Paid","12-12-2021",572719,"credit card","A5"," 36 months","Not Verified",28404,0.2024,108.03,0.0894,3400,5,3888
2960,634553,"KS","INDIVIDUAL","< 1 year","WCGME","A","RENT","10-12-2021","11-06-2021","11-06-2021","Fully Paid","11-07-2021",812902,"credit card","A5"," 36 months","Not Verified",44000,0.2315,308.36,0.0691,10000,26,10204
2961,464192,"MI","INDIVIDUAL","1 year","Lawrence Tech University","B","RENT","09-12-2021","12-12-2021","12-12-2021","Fully Paid","12-01-2022",581647,"credit card","B1"," 36 months","Not Verified",70500,0.1265,164.02,0.1114,5000,7,5905
2962,444575,"IL","INDIVIDUAL","1 year","Friar Tuck Beverage","B","RENT","09-10-2021","12-03-2021","12-03-2021","Fully Paid","12-04-2021",542192,"credit card","B1"," 36 months","Not Verified",24000,0.087,98.42,0.1114,3000,5,3473
2963,923606,"FL","INDIVIDUAL","1 year","Raytheon","B","RENT","11-11-2021","16-05-2021","13-08-2021","Fully Paid","13-09-2021",1144357,"credit card","B1"," 36 months","Not Verified",45000,0.2088,322.25,0.0991,10000,18,11111
2964,513976,"CA","INDIVIDUAL","1 year","Palo Verde Unified School District","B","RENT","10-05-2021","16-05-2021","11-07-2021","Fully Paid","11-08-2021",664217,"credit card","B1"," 36 months","Not Verified",41000,0.2099,289.9,0.0988,9000,14,9870
2965,492387,"DC","INDIVIDUAL","1 year","","B","RENT","10-03-2021","16-05-2021","13-03-2021","Fully Paid","13-04-2021",629687,"credit card","B1"," 36 months","Not Verified",70000,0.1018,579.79,0.0988,18000,24,20873
2966,965742,"CA","INDIVIDUAL","1 year","Total Terminals International, LLC","B","RENT","11-09-2021","15-04-2021","12-11-2021","Fully Paid","12-12-2021",1186588,"credit card","B1"," 36 months","Not Verified",65000,0.1641,290.03,0.0991,9000,22,9823
2967,760677,"TX","INDIVIDUAL","1 year","Children's Medical Center","B","RENT","11-05-2021","16-05-2021","13-04-2021","Fully Paid","13-05-2021",960986,"credit card","B1"," 36 months","Not Verified",48000,0.1627,419.42,0.0999,13000,35,14749
2968,486831,"CA","INDIVIDUAL","1 year","SenDx Medical Inc","B","RENT","10-02-2021","13-04-2021","13-03-2021","Fully Paid","13-04-2021",620489,"credit card","B2"," 36 months","Not Verified",60000,0.1564,97.16,0.1025,3000,14,3498
2969,304853,"CT","INDIVIDUAL","1 year","HD Segur","B","RENT","08-04-2021","14-03-2021","10-07-2021","Fully Paid","10-08-2021",304850,"credit card","B2"," 36 months","Not Verified",45000,0.1131,450.17,0.0976,14000,25,15984
2970,1050454,"GA","INDIVIDUAL","1 year","Ripple IT","B","RENT","11-12-2021","16-05-2021","13-08-2021","Fully Paid","13-09-2021",1281704,"credit card","B2"," 36 months","Not Verified",35000,0.1347,325.74,0.1065,10000,9,11354
2971,478320,"GA","INDIVIDUAL","1 year","The Lineage Group","B","RENT","10-01-2021","16-05-2021","12-08-2021","Fully Paid","12-09-2021",607248,"credit card","B2"," 36 months","Not Verified",32400,0.2341,329.69,0.1148,10000,12,11724
2972,1015409,"PA","INDIVIDUAL","1 year","Lindenmeyr Munroe","B","RENT","11-11-2021","14-10-2021","14-10-2021","Fully Paid","14-11-2021",1242863,"credit card","B2"," 36 months","Not Verified",27000,0.2391,188.93,0.1065,5800,12,6800
2973,981571,"CA","INDIVIDUAL","1 year","SYSPRO Impact Software","B","RENT","11-10-2021","13-06-2021","13-05-2021","Fully Paid","13-06-2021",1204725,"credit card","B2"," 36 months","Not Verified",60000,0.154,201.96,0.1065,6200,23,7003
2974,848173,"NJ","INDIVIDUAL","1 year","Verizon Business","B","RENT","11-08-2021","14-08-2021","14-08-2021","Fully Paid","14-09-2021",1059753,"credit card","B3"," 36 months","Not Verified",145000,0.1512,327.34,0.1099,10000,23,11821
2975,481900,"IL","INDIVIDUAL","1 year","V&F Transformer Corporation","B","RENT","10-02-2021","13-02-2021","13-02-2021","Fully Paid","13-03-2021",612938,"credit card","B3"," 36 months","Not Verified",78000,0.1232,814,0.1062,25000,14,29305
2976,1032954,"CT","INDIVIDUAL","1 year","The Bridge","B","RENT","11-11-2021","12-08-2021","12-08-2021","Fully Paid","12-09-2021",1262714,"credit card","B3"," 36 months","Not Verified",25000,0.1574,264.61,0.1171,8000,12,8461
2977,997281,"SC","INDIVIDUAL","1 year","","B","RENT","11-10-2021","15-01-2021","14-11-2021","Fully Paid","14-12-2021",1222369,"credit card","B3"," 36 months","Not Verified",33600,0.0893,181.92,0.1171,5500,15,6549
2978,809072,"WI","INDIVIDUAL","1 year","quick cable corparation","B","RENT","11-07-2021","14-07-2021","14-07-2021","Fully Paid","14-08-2021",1015852,"credit card","B4"," 36 months","Not Verified",19000,0.1295,304.99,0.1149,9250,10,10979
2979,495597,"FL","INDIVIDUAL","1 year","Tampa General Hospital","B","RENT","10-03-2021","13-03-2021","13-04-2021","Fully Paid","13-05-2021",634826,"credit card","B4"," 36 months","Not Verified",37200,0.0877,229.15,0.1099,7000,8,8250
2980,410435,"CA","INDIVIDUAL","1 year","Northrop Grumman","B","RENT","09-06-2021","16-05-2021","12-06-2021","Fully Paid","12-07-2021",461878,"credit card","B4"," 36 months","Not Verified",115000,0.0886,82.91,0.1189,2500,16,2985
2981,866112,"WI","INDIVIDUAL","1 year","","B","RENT","11-09-2021","16-05-2021","14-02-2021","Fully Paid","14-03-2021",1079515,"credit card","B5"," 36 months","Not Verified",24000,0.0595,199.26,0.1199,6000,8,7108
2982,1044083,"NC","INDIVIDUAL","1 year","Wells Fargo","B","RENT","11-12-2021","16-05-2021","14-12-2021","Fully Paid","14-01-2022",1274423,"credit card","B5"," 36 months","Not Verified",80000,0.0831,402.54,0.1269,12000,22,14491
2983,500874,"NY","INDIVIDUAL","1 year","Monroe College","B","RENT","10-04-2021","12-07-2021","12-07-2021","Fully Paid","12-08-2021",643502,"credit card","B5"," 36 months","Not Verified",48500,0.1198,658.23,0.1136,20000,25,23346
2984,1051341,"WA","INDIVIDUAL","10+ years","Ennis Fine Furniture","B","RENT","11-12-2021","15-04-2021","14-12-2021","Fully Paid","14-01-2022",1282640,"credit card","B1"," 36 months","Not Verified",60000,0.1498,322.25,0.0991,10000,14,11601
2985,495537,"CA","INDIVIDUAL","10+ years","ASV Wines, Inc","B","RENT","10-04-2021","16-05-2021","13-02-2021","Fully Paid","13-03-2021",634745,"credit card","B1"," 36 months","Not Verified",75576,0.1599,579.79,0.0988,18000,26,20860
2986,432058,"WV","INDIVIDUAL","10+ years","Wal-Mart Stores","B","RENT","09-08-2021","14-09-2021","12-08-2021","Fully Paid","12-09-2021",513271,"credit card","B1"," 36 months","Not Verified",35000,0.2366,157.46,0.1114,4800,16,5669
2987,825105,"VA","INDIVIDUAL","10+ years","Costco","B","RENT","11-07-2021","13-03-2021","13-03-2021","Fully Paid","13-04-2021",1033867,"credit card","B2"," 36 months","Not Verified",47881.47,0.1023,488.18,0.1059,15000,11,16951
2988,476832,"CA","INDIVIDUAL","10+ years","UC Berkeley","B","RENT","10-01-2021","13-02-2021","13-02-2021","Fully Paid","13-03-2021",604209,"credit card","B2"," 36 months","Not Verified",72858.96,0.2026,329.69,0.1148,10000,9,11869
2989,806609,"FL","INDIVIDUAL","10+ years","Dicks Sporting Goods","B","RENT","11-07-2021","14-01-2021","13-03-2021","Fully Paid","13-04-2021",1012806,"credit card","B2"," 36 months","Not Verified",38000,0.1961,113.91,0.1059,3500,15,3971
2990,1034746,"FL","INDIVIDUAL","10+ years","Isle of Capri Casinos","B","RENT","11-11-2021","16-05-2021","14-12-2021","Fully Paid","14-01-2022",1264548,"credit card","B2"," 36 months","Not Verified",50000,0.2455,234.53,0.1065,7200,15,8443
2991,792392,"WA","INDIVIDUAL","10+ years","","B","RENT","11-06-2021","14-07-2021","14-07-2021","Fully Paid","14-08-2021",996809,"credit card","B2"," 36 months","Not Verified",42000,0.1611,162.73,0.1059,5000,22,5858
2992,545635,"NV","INDIVIDUAL","10+ years","Ewing Bros., Inc.","B","RENT","10-07-2021","12-02-2021","12-03-2021","Fully Paid","12-04-2021",703703,"credit card","B3"," 36 months","Not Verified",65000,0.1122,491.94,0.1112,15000,12,16689
2993,723949,"MD","INDIVIDUAL","10+ years","RA Jarboe and Sons","B","RENT","11-04-2021","13-03-2021","11-11-2021","Fully Paid","11-12-2021",919005,"credit card","B3"," 36 months","Not Verified",42000,0.1949,363.35,0.1037,11200,18,11829
2994,494676,"NY","INDIVIDUAL","10+ years","","B","RENT","10-03-2021","13-03-2021","13-04-2021","Fully Paid","13-05-2021",633411,"credit card","B3"," 36 months","Not Verified",135000,0.1003,520.96,0.1062,16000,25,18756
2995,1025633,"MA","INDIVIDUAL","10+ years","The Vineyard","B","RENT","11-11-2021","16-04-2021","13-09-2021","Fully Paid","13-10-2021",1254797,"credit card","B3"," 36 months","Not Verified",60000,0.1324,496.14,0.1171,15000,44,17311
2996,1033609,"CA","INDIVIDUAL","10+ years","HERMAN HEALTHCARE CENTER","B","RENT","11-11-2021","14-12-2021","14-12-2021","Fully Paid","14-01-2022",1263182,"credit card","B4"," 36 months","Not Verified",24000,0.241,150.37,0.1242,4500,15,5413
2997,836555,"CA","INDIVIDUAL","10+ years","Mr B's Flowers","B","RENT","11-08-2021","16-05-2021","14-08-2021","Fully Paid","14-09-2021",1046615,"credit card","B4"," 36 months","Not Verified",35960,0.1942,276.96,0.1149,8400,11,9970
2998,791012,"FL","INDIVIDUAL","10+ years","SCC Soft Computer","B","RENT","11-06-2021","16-05-2021","12-05-2021","Fully Paid","12-06-2021",995260,"credit card","B4"," 36 months","Not Verified",58000,0.1581,395.66,0.1149,12000,16,13025
2999,484699,"NY","INDIVIDUAL","10+ years","GIFTS Software","B","RENT","10-02-2021","16-05-2021","13-02-2021","Fully Paid","13-03-2021",617226,"credit card","B5"," 36 months","Not Verified",91000,0.2259,822.78,0.1136,25000,20,29621
3000,362675,"CA","INDIVIDUAL","10+ years","A&A Novato Inc.","B","RENT","08-11-2021","11-11-2021","11-11-2021","Fully Paid","11-12-2021",372211,"credit card","B5"," 36 months","Not Verified",92000,0.1263,430.92,0.1146,24500,11,15513
3001,1033711,"CA","INDIVIDUAL","10+ years","KP Corporation","B","RENT","11-11-2021","16-05-2021","14-04-2021","Fully Paid","14-05-2021",1263287,"credit card","B5"," 36 months","Not Verified",51000,0.1016,335.45,0.1269,10000,11,11953
3002,745064,"LA","INDIVIDUAL","10+ years","Atkins Engineering","B","RENT","11-05-2021","12-06-2021","12-05-2021","Fully Paid","12-06-2021",943597,"credit card","B5"," 36 months","Not Verified",100000,0.211,199.26,0.1199,6000,24,6624
3003,485291,"NY","INDIVIDUAL","10+ years","MTV Networks","B","RENT","10-02-2021","16-04-2021","12-05-2021","Fully Paid","12-06-2021",618209,"credit card","B5"," 36 months","Not Verified",80000,0.231,691.14,0.1136,21000,29,24401
3004,652165,"NJ","INDIVIDUAL","10+ years","New Jersey Dept of Banking and Insurance","B","RENT","11-01-2021","16-05-2021","12-03-2021","Fully Paid","12-04-2021",834118,"credit card","B5"," 36 months","Not Verified",93000,0.2432,524.66,0.1111,16000,21,17644
3005,444562,"CA","INDIVIDUAL","2 years","Pacific Cookie Company","B","RENT","09-10-2021","12-10-2021","12-10-2021","Fully Paid","12-11-2021",540560,"credit card","B1"," 36 months","Not Verified",22000,0.0802,57.41,0.1114,1750,5,2067
3006,368155,"CA","INDIVIDUAL","2 years","chris's Smog Shop","B","RENT","08-12-2021","16-03-2021","11-12-2021","Fully Paid","11-01-2022",382318,"credit card","B1"," 36 months","Not Verified",34000,0.1712,194.7,0.06,6400,10,7455
3007,758125,"NY","INDIVIDUAL","2 years","Forex Club LLC","B","RENT","11-05-2021","16-03-2021","12-03-2021","Fully Paid","12-04-2021",958249,"credit card","B1"," 36 months","Not Verified",42000,0.0849,208.9,0.0999,6475,9,6913
3008,550259,"OH","INDIVIDUAL","2 years","Cincinnati Police Department","B","RENT","10-07-2021","12-09-2021","12-09-2021","Fully Paid","12-10-2021",709295,"credit card","B1"," 36 months","Not Verified",26400,0.2086,210.9,0.1038,6500,10,7476
3009,462245,"CA","INDIVIDUAL","2 years","Executive Hotels Vintage Court","B","RENT","09-11-2021","12-12-2021","12-12-2021","Fully Paid","12-01-2022",578132,"credit card","B1"," 36 months","Not Verified",40000,0.241,196.83,0.1114,6000,22,7086
3010,349668,"CA","INDIVIDUAL","2 years","Kerman Unified School District","B","RENT","08-06-2021","15-12-2021","10-11-2021","Fully Paid","10-12-2021",351407,"credit card","B1"," 36 months","Not Verified",20000,0.0516,128.04,0.0945,4000,13,4582
3011,854996,"CO","INDIVIDUAL","2 years","","B","RENT","11-08-2021","16-02-2021","14-09-2021","Fully Paid","14-10-2021",1067287,"credit card","B1"," 36 months","Not Verified",67000,0.2027,116.15,0.0999,3600,23,4181
3012,734906,"PA","INDIVIDUAL","2 years","JTSD","B","RENT","11-04-2021","14-06-2021","14-05-2021","Fully Paid","14-06-2021",931489,"credit card","B2"," 36 months","Not Verified",14400,0.2008,80.67,0.1,2500,15,2904
3013,568072,"CA","INDIVIDUAL","2 years","Bumble Bee Seafood","B","RENT","10-08-2021","13-09-2021","13-09-2021","Fully Paid","13-10-2021",729033,"credit card","B2"," 36 months","Not Verified",48000,0.152,358.83,0.1075,11000,22,12918
3014,317541,"NY","INDIVIDUAL","2 years","Lord Abbett","B","RENT","08-03-2021","15-10-2021","11-03-2021","Fully Paid","11-04-2021",316240,"credit card","B2"," 36 months","Not Verified",48000,0.1765,96.47,0.0976,3000,15,3472
3015,462218,"GA","INDIVIDUAL","2 years","Jenkins County BOE","B","RENT","09-12-2021","12-06-2021","12-06-2021","Fully Paid","12-07-2021",578091,"credit card","B3"," 36 months","Not Verified",45000,0.2069,397.61,0.1183,12000,18,14142
3016,459191,"CA","INDIVIDUAL","2 years","Factset","B","RENT","09-11-2021","14-01-2021","12-04-2021","Fully Paid","12-05-2021",572200,"credit card","B3"," 36 months","Not Verified",57500,0.1716,66.27,0.1183,2000,11,2368
3017,436915,"NY","INDIVIDUAL","2 years","NYC Department of Education","B","RENT","09-08-2021","12-02-2021","12-02-2021","Fully Paid","12-03-2021",524035,"credit card","B3"," 36 months","Not Verified",54731,0.2096,106.03,0.1183,3200,19,3789
3018,482888,"CA","INDIVIDUAL","2 years","Giant Interactive","B","RENT","10-02-2021","13-02-2021","13-02-2021","Fully Paid","13-03-2021",614353,"credit card","B4"," 36 months","Not Verified",167000,0.0726,720.18,0.1099,22000,15,25927
3019,385783,"NM","INDIVIDUAL","2 years","Orphic Workshop, LLC","B","RENT","09-03-2021","12-03-2021","12-04-2021","Fully Paid","12-05-2021",417627,"credit card","B4"," 36 months","Not Verified",30000,0.1168,116.08,0.1189,3500,20,4179
3020,1022052,"VA","INDIVIDUAL","2 years","Wells Fargo","B","RENT","11-11-2021","14-11-2021","14-12-2021","Fully Paid","14-01-2022",1250829,"credit card","B4"," 36 months","Not Verified",30000,0.1168,200.5,0.1242,6000,7,7219
3021,482019,"CA","INDIVIDUAL","2 years","U.S. Marshals Service","B","RENT","10-02-2021","12-05-2021","12-04-2021","Fully Paid","12-05-2021",613085,"credit card","B4"," 36 months","Not Verified",50000,0.2453,621.97,0.1099,19000,14,21408
3022,1052247,"NH","INDIVIDUAL","2 years","MHMH","B","RENT","11-12-2021","16-05-2021","14-12-2021","Fully Paid","14-01-2022",1283801,"credit card","B4"," 36 months","Not Verified",71200,0.1872,367.57,0.1242,11000,21,13232
